SSC_CODE_2016,SSC_NAME_2016,LGA_CODE_2019,LGA_NAME_2019,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
10363,Binda,17640,Upper Lachlan Shire (A),1,Good,Good,0
10364,Bindera,15240,Mid-Coast (A),1,Good,Good,0
10365,Bingara,13660,Gwydir (A),1,Good,Good,0
10366,Bingeebeebra Creek,14550,Kyogle (A),1,Good,Good,0
10367,Bingie,12750,Eurobodalla (A),1,Good,Good,0
10368,Bingleburra,12700,Dungog (A),1,Good,Good,0
10369,Biniguy,15300,Moree Plains (A),1,Good,Good,0
10370,Binjura,17040,Snowy Monaro Regional (A),1,Good,Good,0
10371,Binna Burra (NSW),11350,Byron (A),1,Good,Good,0
10372,Binnaway,18020,Warrumbungle Shire (A),1,Good,Good,0
10373,Binya,11600,Carrathool (A),0.3868615,Good,Good,0
10373,Binya,15800,Narrandera (A),0.6131385,Good,Good,0
10374,Birchgrove,14170,Inner West (A),1,Good,Good,0
10375,Birdwood (NSW),16380,Port Macquarie-Hastings (A),1,Good,Good,0
10376,Birganbigil,12730,Edward River (A),1,Good,Good,0
10377,Birmingham Gardens,15900,Newcastle (C),1,Good,Good,0
10378,Birriwa,15270,Mid-Western Regional (A),1,Good,Good,0
10379,Birrong,11570,Canterbury-Bankstown (A),1,Good,Good,0
10380,Bishops Bridge,11720,Cessnock (C),0.4779116,Good,Good,0
10380,Bishops Bridge,15050,Maitland (C),0.5220884,Good,Good,0
10381,Bithramere,17310,Tamworth Regional (A),1,Good,Good,0
10382,Black Creek (Port Macquarie-Hastings - NSW),16380,Port Macquarie-Hastings (A),1,Good,Good,0
10383,Black Creek (Snowy Valleys - NSW),17080,Snowy Valleys (A),1,Good,Good,0
10384,Black Head,15240,Mid-Coast (A),1,Good,Good,0
10385,Black Hill (NSW),11720,Cessnock (C),0.3703704,Good,Good,0
10385,Black Hill (NSW),15900,Newcastle (C),0.6296296,Good,Good,0
10386,Black Hollow,12150,Coonamble (A),1,Good,Good,0
10387,Black Mountain (NSW),10130,Armidale Regional (A),1,Good,Good,0
10388,Black Range (NSW),10550,Bega Valley (A),1,Good,Good,0
10389,Black Springs (NSW),16100,Oberon (A),1,Good,Good,0
10390,Blackalls Park,14650,Lake Macquarie (C),1,Good,Good,0
10391,Blackbutt (NSW),16900,Shellharbour (C),1,Good,Good,0
10392,Blackett,10750,Blacktown (C),1,Good,Good,0
10393,Blackheath,10900,Blue Mountains (C),1,Good,Good,0
10394,Blackmans Flat,14870,Lithgow (C),1,Good,Good,0
10395,Blackmans Point,16380,Port Macquarie-Hastings (A),1,Good,Good,0
10396,Blacksmiths,14650,Lake Macquarie (C),1,Good,Good,0
10397,Blacktown,10750,Blacktown (C),1,Good,Good,0
10398,Blackville,14920,Liverpool Plains (A),1,Good,Good,0
10399,Blackwall (NSW),11650,Central Coast (C) (NSW),1,Good,Good,0
10400,Blair Athol (NSW),11500,Campbelltown (C) (NSW),1,Good,Good,0
10401,Blairmount,11500,Campbelltown (C) (NSW),1,Good,Good,0
10402,Blakebrook,14850,Lismore (C),1,Good,Good,0
10403,Blakehurst,12930,Georges River (A),1,Acceptable,Good,0
10404,Blakney Creek,17640,Upper Lachlan Shire (A),1,Good,Good,0
10405,Bland,10800,Bland (A),1,Good,Good,0
10406,Blandford,14920,Liverpool Plains (A),1e-07,Good,Good,1
10406,Blandford,17620,Upper Hunter Shire (A),0.9999999,Good,Good,0
10407,Blaxland (NSW),10900,Blue Mountains (C),1,Good,Good,0
10408,Blaxlands Creek,11730,Clarence Valley (A),1,Good,Good,0
10409,Blaxlands Ridge,13800,Hawkesbury (C),1,Good,Good,0
10410,Blayney,10850,Blayney (A),1,Good,Good,0
10411,Bligh Park,13800,Hawkesbury (C),1,Good,Good,0
10412,Blighty,12730,Edward River (A),1,Good,Good,0
10413,Blowering,17080,Snowy Valleys (A),1,Good,Good,0
10414,Blue Bay,11650,Central Coast (C) (NSW),1,Good,Good,0
10415,Blue Haven,11650,Central Coast (C) (NSW),1,Good,Good,0
10416,Blue Knob,14850,Lismore (C),1,Good,Good,0
10417,Blue Mountains National Park,10900,Blue Mountains (C),0.5757576,Good,Good,0
10417,Blue Mountains National Park,18400,Wollondilly (A),0.4242424,Good,Good,0
10418,Blue Nobby,13660,Gwydir (A),1,Good,Good,0
10419,Blue Vale,13550,Gunnedah (A),1,Good,Good,0
10420,Blueys Beach,15240,Mid-Coast (A),1,Good,Good,0
10421,Boambee,11800,Coffs Harbour (C),1,Good,Good,0
10422,Boambee East,11800,Coffs Harbour (C),1,Good,Good,0
10423,Boambolo,18710,Yass Valley (A),1,Good,Good,0
10424,Boat Harbour (Lismore - NSW),14850,Lismore (C),1,Good,Good,0
10425,Boat Harbour (Port Stephens - NSW),16400,Port Stephens (A),1,Good,Good,0
10426,Bobadah,10950,Bogan (A),0.7500008,Good,Good,0
10426,Bobadah,14600,Lachlan (A),0.2499992,Good,Good,0
10427,Bobin,15240,Mid-Coast (A),1,Good,Good,0
10428,Bobs Creek,16380,Port Macquarie-Hastings (A),1,Good,Good,0
10429,Bobs Farm,16400,Port Stephens (A),1,Good,Good,0
10430,Bobundara,17040,Snowy Monaro Regional (A),1,Good,Good,0
10431,Boco,17040,Snowy Monaro Regional (A),1,Good,Good,0
10432,Bocoble,15270,Mid-Western Regional (A),1,Good,Good,0
10433,Bocobra,11400,Cabonne (A),1,Good,Good,0
10434,Bodalla,12750,Eurobodalla (A),1,Good,Good,0
10435,Bodangora,12390,Dubbo Regional (A),1,Good,Good,0
10436,Boeill Creek,18200,Wentworth (A),1,Good,Good,0
10437,Bogan,17950,Warren (A),1,Good,Good,0
10438,Bogan Gate,16200,Parkes (A),1,Good,Good,0
10439,Bogangar,17550,Tweed (A),1,Good,Good,0
10440,Bogee,14870,Lithgow (C),1,Good,Good,0
10441,Boggabilla,15300,Moree Plains (A),1,Good,Good,0
10442,Boggabri,13550,Gunnedah (A),0.0198556,Good,Good,0
10442,Boggabri,15750,Narrabri (A),0.9801444,Good,Good,0
10443,Bogong Peaks Wilderness,17080,Snowy Valleys (A),1,Good,Good,0
10444,Bohena Creek,15750,Narrabri (A),1,Good,Good,0
10445,Bohnock,15240,Mid-Coast (A),1,Good,Good,0
10446,Bolaro,17040,Snowy Monaro Regional (A),1,Good,Good,0
10447,Bolivia,17400,Tenterfield (A),1,Good,Good,0
10448,Bolong,16950,Shoalhaven (C),1,Good,Good,0
10449,Bolton Point,14650,Lake Macquarie (C),1,Good,Good,0
10450,Bolwarra (NSW),15050,Maitland (C),1,Good,Good,0
10451,Bolwarra Heights,15050,Maitland (C),1,Good,Good,0
10452,Bom Bom,11730,Clarence Valley (A),1,Good,Good,0
10453,Bomaderry,16950,Shoalhaven (C),1,Good,Good,0
10454,Bombah Point,15240,Mid-Coast (A),1,Good,Good,0
10455,Bombala,17040,Snowy Monaro Regional (A),1,Good,Good,0
10456,Bombay,16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
10457,Bombira,15270,Mid-Western Regional (A),1,Good,Good,0
10458,Bombo,14400,Kiama (A),1,Good,Good,0
10459,Bombowlee,17080,Snowy Valleys (A),1,Good,Good,0
10460,Bombowlee Creek,17080,Snowy Valleys (A),1,Good,Good,0
10461,Bomen,17750,Wagga Wagga (C),1,Good,Good,0
10462,Bomera,18020,Warrumbungle Shire (A),1,Good,Good,0
10463,Bonalbo,14550,Kyogle (A),1,Good,Good,0
10464,Bondi,18050,Waverley (A),1,Good,Good,0
10465,Bondi Beach,18050,Waverley (A),1,Good,Good,0
10466,Bondi Forest,17040,Snowy Monaro Regional (A),1,Good,Good,0
10467,Bondi Junction,18050,Waverley (A),1,Good,Good,0
10468,Bonnells Bay,14650,Lake Macquarie (C),1,Good,Good,0
10469,Bonnet Bay,17150,Sutherland Shire (A),1,Good,Good,0
10470,Bonny Hills,16380,Port Macquarie-Hastings (A),1,Good,Good,0
10471,Bonnyrigg,12850,Fairfield (C),1,Good,Good,0
10472,Bonnyrigg Heights,12850,Fairfield (C),1,Good,Good,0
10473,Bonshaw (NSW),14200,Inverell (A),1,Good,Good,0
10474,Bonville,11800,Coffs Harbour (C),1,Good,Good,0
10475,Booerie Creek,14850,Lismore (C),1,Good,Good,0
10476,Book Book,17750,Wagga Wagga (C),1,Good,Good,0
10477,Booker Bay,11650,Central Coast (C) (NSW),1,Good,Good,0
10478,Bookham,18710,Yass Valley (A),1,Good,Good,0
10479,Bookookoorara,17400,Tenterfield (A),1,Good,Good,0
10480,Bookram,11730,Clarence Valley (A),1,Good,Good,0
10481,Boolambayte,15240,Mid-Coast (A),1,Good,Good,0
10482,Boolaroo,14650,Lake Macquarie (C),1,Good,Good,0
10483,Boolcarroll,15750,Narrabri (A),1,Good,Good,0
10484,Booligal,10300,Balranald (A),0.120879,Good,Good,0
10484,Booligal,11600,Carrathool (A),0.032967,Good,Good,0
10484,Booligal,13850,Hay (A),0.846154,Good,Good,0
10485,Boolijah,16950,Shoalhaven (C),1,Good,Good,0
10486,Boomanoomana,10650,Berrigan (A),1,Good,Good,0
10487,Boomerang Beach,15240,Mid-Coast (A),1,Good,Good,0
10488,Boomey,11400,Cabonne (A),1,Good,Good,0
10489,Boomi,15300,Moree Plains (A),1,Good,Good,0
10490,Boomi Creek,14550,Kyogle (A),1,Good,Good,0
10491,Boona Mount,14600,Lachlan (A),1,Good,Good,0
10492,Boonal,13660,Gwydir (A),1,Good,Good,0
10493,Boonoo Boonoo,17400,Tenterfield (A),1,Good,Good,0
10494,Boorabee Park,14550,Kyogle (A),1,Good,Good,0
10495,Booragul,14650,Lake Macquarie (C),1,Good,Good,0
10496,Booral (NSW),15240,Mid-Coast (A),1,Good,Good,0
10497,Boorga,11600,Carrathool (A),1,Good,Good,0
10498,Boorganna,16380,Port Macquarie-Hastings (A),1,Good,Good,0
10499,Boorolong,10130,Armidale Regional (A),0.9999999,Good,Good,0
10499,Boorolong,17650,Uralla (A),1e-07,Good,Good,1
10500,Boorook,17400,Tenterfield (A),1,Good,Good,0
10501,Boorooma,17750,Wagga Wagga (C),1,Good,Good,0
10502,Booroorban,12730,Edward River (A),0.9999994,Good,Good,0
10502,Booroorban,13850,Hay (A),6e-07,Good,Good,1
10503,Boorowa,13910,Hilltops (A),1,Good,Good,0
10504,Bootawa,15240,Mid-Coast (A),1,Good,Good,0
10505,Booti Booti,15240,Mid-Coast (A),1,Good,Good,0
10506,Booyong,11350,Byron (A),0.5844156,Good,Good,0
10506,Booyong,14850,Lismore (C),0.4155844,Good,Good,0
10507,Bora Ridge,16610,Richmond Valley (A),1,Good,Good,0
10508,Borah Creek,17310,Tamworth Regional (A),1,Good,Good,0
10509,Borambola,17750,Wagga Wagga (C),1,Good,Good,0
10510,Border Ranges,14550,Kyogle (A),1,Good,Good,0
10511,Boree,11400,Cabonne (A),1,Good,Good,0
10512,Boree Creek,12870,Federation (A),0.6550001,Good,Good,0
10512,Boree Creek,14950,Lockhart (A),0.135,Good,Good,0
10512,Boree Creek,15800,Narrandera (A),0.21,Good,Good,0
10513,Borenore,11400,Cabonne (A),1,Good,Good,0
10514,Boro,16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
10515,Bossley Park,12850,Fairfield (C),1,Good,Good,0
10516,Bostobrick,10600,Bellingen (A),1,Good,Good,0
10517,Botany,10500,Bayside (A),1,Good,Good,0
10518,Botobolar,15270,Mid-Western Regional (A),1,Good,Good,0
10519,Bottle Creek,14550,Kyogle (A),1,Good,Good,0
10520,Bouddi,11650,Central Coast (C) (NSW),1,Good,Good,0
10521,Bourbah,12150,Coonamble (A),1,Good,Good,0
10522,Bourke,11150,Bourke (A),1,Good,Good,0
10523,Bourkelands,17750,Wagga Wagga (C),1,Good,Good,0
10524,Bournda,10550,Bega Valley (A),1,Good,Good,0
10525,Bournewood,12390,Dubbo Regional (A),1,Good,Good,0
10526,Bow Bowing,11500,Campbelltown (C) (NSW),1,Good,Good,0
10527,Bowan Park,11400,Cabonne (A),1,Good,Good,0
10528,Bowen Mountain,13800,Hawkesbury (C),1,Good,Good,0
10529,Bowenfels,14870,Lithgow (C),1,Good,Good,0
10530,Bowling Alley Point,17310,Tamworth Regional (A),1,Good,Good,0
10531,Bowman,15240,Mid-Coast (A),1,Good,Good,0
10532,Bowman Farm,15240,Mid-Coast (A),1,Good,Good,0
10533,Bowmans Creek,15650,Muswellbrook (A),0.2,Good,Good,0
10533,Bowmans Creek,17000,Singleton (A),0.8,Good,Good,0
10534,Bowna,13340,Greater Hume Shire (A),1,Good,Good,0
10535,Bowning,18710,Yass Valley (A),1,Good,Good,0
10536,Bowral,18350,Wingecarribee (A),1,Good,Good,0
10537,Bowraville,15700,Nambucca (A),1,Good,Good,0
10538,Box Head,11650,Central Coast (C) (NSW),1,Good,Good,0
10539,Box Hill (NSW),17420,The Hills Shire (A),1,Good,Good,0
10540,Box Ridge,18020,Warrumbungle Shire (A),1,Good,Good,0
10541,Boxers Creek,13310,Goulburn Mulwaree (A),1,Good,Good,0
10542,Boydtown,10550,Bega Valley (A),1,Good,Good,0
10543,Bradbury (NSW),11500,Campbelltown (C) (NSW),1,Good,Good,0
10544,Braefield,14920,Liverpool Plains (A),1,Good,Good,0
10545,Braemar,18350,Wingecarribee (A),1,Good,Good,0
10546,Braemar Bay,17040,Snowy Monaro Regional (A),1,Good,Good,0
10547,Braidwood,16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
10548,Brandy Hill,16400,Port Stephens (A),1,Good,Good,0
10549,Branxton,11720,Cessnock (C),0.4835942,Good,Good,0
10549,Branxton,17000,Singleton (A),0.5164058,Good,Good,0
10550,Braunstone,11730,Clarence Valley (A),1,Good,Good,0
10551,Brawboy,17620,Upper Hunter Shire (A),1,Good,Good,0
10552,Bray Park (NSW),17550,Tweed (A),1,Good,Good,0
10553,Brays Creek,17550,Tweed (A),1,Good,Good,0
10554,Brayton,13310,Goulburn Mulwaree (A),0.583815,Good,Good,0
10554,Brayton,17640,Upper Lachlan Shire (A),0.416185,Good,Good,0
10555,Breadalbane (NSW),13310,Goulburn Mulwaree (A),1e-07,Good,Good,1
10555,Breadalbane (NSW),17640,Upper Lachlan Shire (A),0.9999999,Good,Good,0
10556,Breakfast Creek,15270,Mid-Western Regional (A),1,Good,Good,0
10557,Breakfast Point,11520,Canada Bay (A),1,Good,Good,0
10558,Bream Beach,16950,Shoalhaven (C),1,Good,Good,0
10559,Bredbo,17040,Snowy Monaro Regional (A),1,Good,Good,0
10560,Breelong,12950,Gilgandra (A),1,Good,Good,0
10561,Breeza,13550,Gunnedah (A),1,Good,Good,0
10562,Bretti,15240,Mid-Coast (A),1,Good,Good,0
10563,Brewarrina,11200,Brewarrina (A),1,Good,Good,0
10564,Brewongle,10470,Bathurst Regional (A),1,Good,Good,0
10565,Briarbrook,10130,Armidale Regional (A),0.999999,Good,Good,0
10565,Briarbrook,17650,Uralla (A),1e-06,Good,Good,1
10566,Bribbaree,13910,Hilltops (A),0.9097222,Good,Good,0
10566,Bribbaree,18100,Weddin (A),0.0902778,Good,Good,0
10567,Bridgman,17000,Singleton (A),1,Good,Good,0
10568,Brierfield,10600,Bellingen (A),1,Good,Good,0
10569,Brighton-le-Sands,10500,Bayside (A),1,Good,Good,0
10570,Brightwaters,14650,Lake Macquarie (C),1,Good,Good,0
10571,Bril Bril,16380,Port Macquarie-Hastings (A),1,Good,Good,0
10572,Brimbin,15240,Mid-Coast (A),1,Good,Good,0
10573,Brindabella,17080,Snowy Valleys (A),0.9999995,Good,Good,0
10573,Brindabella,18710,Yass Valley (A),5e-07,Good,Good,1
10574,Brinerville,10600,Bellingen (A),0.5,Good,Good,0
10574,Brinerville,15700,Nambucca (A),0.5,Good,Good,0
10575,Bringelly,11450,Camden (A),0.2131674,Good,Good,0
10575,Bringelly,14900,Liverpool (C),0.7868326,Good,Good,0
10576,Bringenbrong,17080,Snowy Valleys (A),1,Good,Good,0
10577,Brisbane Grove,13310,Goulburn Mulwaree (A),1,Good,Good,0
10578,Broadmeadow,15900,Newcastle (C),1,Good,Good,0
10579,Broadwater (Bega Valley - NSW),10550,Bega Valley (A),1,Good,Good,0
10580,Broadwater (Richmond Valley - NSW),14850,Lismore (C),0.1026034,Good,Good,0
10580,Broadwater (Richmond Valley - NSW),16610,Richmond Valley (A),0.8973966,Good,Good,0
10581,Broadway,17640,Upper Lachlan Shire (A),1,Good,Good,0
10582,Brobenah,15800,Narrandera (A),1,Good,Good,0
10583,Brocklehurst,12390,Dubbo Regional (A),1,Good,Good,0
10584,Brocklesby,13340,Greater Hume Shire (A),1,Good,Good,0
10585,Brockley,10130,Armidale Regional (A),1,Good,Good,0
10586,Brodies Plains,14200,Inverell (A),1,Good,Good,0
10587,Brogans Creek,14870,Lithgow (C),2e-06,Good,Good,1
10587,Brogans Creek,15270,Mid-Western Regional (A),0.999998,Good,Good,0
10588,Brogers Creek,16950,Shoalhaven (C),1,Good,Good,0
10589,Brogo,10550,Bega Valley (A),1,Good,Good,0
10590,Broke (NSW),17000,Singleton (A),1,Good,Good,0
10591,Broken Head,10250,Ballina (A),0.14539,Good,Good,0
10591,Broken Head,11350,Byron (A),0.85461,Good,Good,0
10592,Broken Hill,11250,Broken Hill (C),0.9940995,Good,Good,0
10592,Broken Hill,19399,Unincorporated NSW,0.0059005,Acceptable,Good,1
10593,Brombin,16380,Port Macquarie-Hastings (A),1,Good,Good,0
10594,Bronte,18050,Waverley (A),1,Good,Good,0
10595,Brookdale (NSW),17750,Wagga Wagga (C),1,Good,Good,0
10596,Brookfield (NSW),12700,Dungog (A),1,Good,Good,0
10597,Brooklana,11800,Coffs Harbour (C),1,Good,Good,0
10598,Brooklet,10250,Ballina (A),1,Good,Good,0
10599,Brooklyn (NSW),14000,Hornsby (A),1,Acceptable,Good,0
10600,Brookong,14950,Lockhart (A),1,Good,Good,0
10601,Brookvale,15990,Northern Beaches (A),1,Good,Good,0
10602,Brooman,16950,Shoalhaven (C),1,Good,Good,0
10603,Brooms Head,11730,Clarence Valley (A),1,Good,Good,0
10604,Broughams Gate,19399,Unincorporated NSW,1,Acceptable,Good,0
10605,Broughton (NSW),16950,Shoalhaven (C),1,Good,Good,0
10606,Broughton Vale,16950,Shoalhaven (C),1,Good,Good,0
10607,Broughton Village,14400,Kiama (A),1,Good,Good,0
10608,Broulee,12750,Eurobodalla (A),1,Good,Good,0
10609,Brownlow Hill,18400,Wollondilly (A),1,Good,Good,0
10610,Browns Creek,10850,Blayney (A),1,Good,Good,0
10611,Browns Mountain,16950,Shoalhaven (C),1,Good,Good,0
10612,Brownsville,18450,Wollongong (C),1,Good,Good,0
10613,Brucedale,17750,Wagga Wagga (C),1,Good,Good,0
10614,Bruie Plains,16200,Parkes (A),1,Good,Good,0
10615,Bruinbun,10470,Bathurst Regional (A),1,Good,Good,0
10616,Brumby Plains,14550,Kyogle (A),1,Good,Good,0
10617,Brundee,16950,Shoalhaven (C),1,Good,Good,0
10618,Brungle,17080,Snowy Valleys (A),1,Good,Good,0
10619,Brungle Creek,17080,Snowy Valleys (A),1,Good,Good,0
10620,Brunkerville,11720,Cessnock (C),1,Good,Good,0
10621,Brunswick Heads,11350,Byron (A),1,Good,Good,0
10622,Brushgrove,11730,Clarence Valley (A),1,Good,Good,0
10623,Brushy Creek,10130,Armidale Regional (A),1,Good,Good,0
10624,Buangla,16950,Shoalhaven (C),1,Good,Good,0
10625,Bucca (NSW),11800,Coffs Harbour (C),1,Good,Good,0
10626,Bucca Wauka,15240,Mid-Coast (A),1,Good,Good,0
10627,Buccarumbi,11730,Clarence Valley (A),1,Good,Good,0
10628,Buchanan (NSW),11720,Cessnock (C),1,Good,Good,0
10629,Buckajo,10550,Bega Valley (A),1,Good,Good,0
10630,Buckaroo,15270,Mid-Western Regional (A),1,Good,Good,0
10631,Buckenbowra,12750,Eurobodalla (A),1,Good,Good,0
10632,Buckenderra,17040,Snowy Monaro Regional (A),1,Good,Good,0
10633,Buckendoon,14850,Lismore (C),1,Good,Good,0
10634,Bucketty,11720,Cessnock (C),0.9999999,Good,Good,0
10634,Bucketty,13800,Hawkesbury (C),1e-07,Good,Good,1
10635,Buckra Bendinni,15700,Nambucca (A),1,Good,Good,0
10636,Budawang,16490,Queanbeyan-Palerang Regional (A),0.9999988,Good,Good,0
10636,Budawang,16950,Shoalhaven (C),1.2e-06,Good,Good,1
10637,Buddabadah,10950,Bogan (A),1,Good,Good,0
10638,Budden,15270,Mid-Western Regional (A),1,Good,Good,0
10639,Budderoo,14400,Kiama (A),0.6666667,Good,Good,0
10639,Budderoo,16950,Shoalhaven (C),0.3333333,Good,Good,0
10640,Buddong,17080,Snowy Valleys (A),1,Good,Good,0
10641,Budgee Budgee (NSW),15270,Mid-Western Regional (A),1,Good,Good,0
10642,Budgewoi,11650,Central Coast (C) (NSW),1,Good,Good,0
10643,Budgewoi Peninsula,11650,Central Coast (C) (NSW),1,Good,Good,0
10644,Budgong,16950,Shoalhaven (C),1,Good,Good,0
10645,Buff Point,11650,Central Coast (C) (NSW),1,Good,Good,0
10646,Bugaldie,18020,Warrumbungle Shire (A),1,Good,Good,0
10647,Bukalong,17040,Snowy Monaro Regional (A),1,Good,Good,0
10648,Bukkulla,14200,Inverell (A),1,Good,Good,0
10649,Bulahdelah,15240,Mid-Coast (A),1,Good,Good,0
10650,Bulee,16950,Shoalhaven (C),1,Good,Good,0
10651,Bulga (NSW),17000,Singleton (A),1,Good,Good,0
10652,Bulga Forest,15240,Mid-Coast (A),1,Good,Good,0
10653,Bulgary,17750,Wagga Wagga (C),1,Good,Good,0
10654,Bulla (NSW),11750,Cobar (A),1,Good,Good,0
10655,Bulla Creek,13910,Hilltops (A),1,Good,Good,0
10656,Bullaburra,10900,Blue Mountains (C),1,Good,Good,0
10657,Bullagreen,17950,Warren (A),1,Good,Good,0
10658,Bullarah,15300,Moree Plains (A),1,Good,Good,0
10659,Bullatale,15520,Murray River (A),1,Good,Good,0
10660,Bullawa Creek,15750,Narrabri (A),1,Good,Good,0
10661,Bulldog,11730,Clarence Valley (A),1,Good,Good,0
10662,Bulli,18450,Wollongong (C),1,Good,Good,0
10663,Bulliac,15240,Mid-Coast (A),1,Good,Good,0
10664,Bullio,18350,Wingecarribee (A),1,Good,Good,0
10665,Bulyeroi,15750,Narrabri (A),1,Good,Good,0
10666,Bumbaldry,12350,Cowra (A),0.2040819,Good,Good,0
10666,Bumbaldry,18100,Weddin (A),0.7959181,Good,Good,0
10667,Bumbalong,17040,Snowy Monaro Regional (A),1,Good,Good,0
10668,Bundabah,15240,Mid-Coast (A),1,Good,Good,0
10669,Bundagen,11800,Coffs Harbour (C),1,Good,Good,0
10670,Bundanoon (NSW),18350,Wingecarribee (A),1,Good,Good,0
10671,Bundarra,10130,Armidale Regional (A),0.0589102,Good,Good,0
10671,Bundarra,13660,Gwydir (A),0.1546392,Good,Good,0
10671,Bundarra,17310,Tamworth Regional (A),0.0265096,Good,Good,0
10671,Bundarra,17650,Uralla (A),0.7599411,Good,Good,0
10672,Bundeena,17150,Sutherland Shire (A),1,Good,Good,0
10673,Bundella,14920,Liverpool Plains (A),1,Good,Good,0
10674,Bundemar,15850,Narromine (A),0.4878049,Good,Good,0
10674,Bundemar,17950,Warren (A),0.5121951,Good,Good,0
10675,Bundewallah,16950,Shoalhaven (C),1,Good,Good,0
10676,Bundook,15240,Mid-Coast (A),1,Good,Good,0
10677,Bundure,15560,Murrumbidgee (A),1,Good,Good,0
10678,Bungaba,15270,Mid-Western Regional (A),1,Good,Good,0
10679,Bungabbee,14850,Lismore (C),1,Good,Good,0
10680,Bungalora,17550,Tweed (A),1,Good,Good,0
10681,Bungarby,17040,Snowy Monaro Regional (A),1,Good,Good,0
10682,Bungarribee,10750,Blacktown (C),1,Good,Good,0
10683,Bungawalbin,16610,Richmond Valley (A),1,Good,Good,0
10684,Bungendore,16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
10685,Bungonia,13310,Goulburn Mulwaree (A),1,Good,Good,0
10686,Bungowannah,13340,Greater Hume Shire (A),1,Good,Good,0
10687,Bungwahl,15240,Mid-Coast (A),1,Good,Good,0
10688,Bunnaloo,15520,Murray River (A),1,Good,Good,0
10689,Bunnan,17620,Upper Hunter Shire (A),1,Good,Good,0
10690,Bunyah,15240,Mid-Coast (A),1,Good,Good,0
10691,Bunyan,17040,Snowy Monaro Regional (A),1,Good,Good,0
10692,Burcher,14600,Lachlan (A),1,Good,Good,0
10693,Bureen,15650,Muswellbrook (A),1,Good,Good,0
10694,Burnt Bridge,14350,Kempsey (A),1,Good,Good,0
10695,Burnt Yards,10850,Blayney (A),1,Good,Good,0
10696,Buronga,18200,Wentworth (A),1,Good,Good,0
10697,Burra (Queanbeyan-Palerang Regional - NSW),16490,Queanbeyan-Palerang Regional (A),1,Good,Good,0
10697,Burra (Queanbeyan-Palerang Regional - NSW),17040,Snowy Monaro Regional (A),0,Good,Good,1
10698,Burra (Snowy Valleys - NSW),17080,Snowy Valleys (A),1,Good,Good,0
10699,Burra Creek,12160,Cootamundra-Gundagai Regional (A),1,Good,Good,0
10700,Burraboi,15520,Murray River (A),1,Good,Good,0
10701,Burradoo,18350,Wingecarribee (A),1,Good,Good,0
10702,Burraga,16100,Oberon (A),1,Good,Good,0
10703,Burragate,10550,Bega Valley (A),1,Good,Good,0
10704,Burrandana,17750,Wagga Wagga (C),1,Good,Good,0
10705,Burraneer,17150,Sutherland Shire (A),1,Good,Good,0
10706,Burrangong,13910,Hilltops (A),1,Good,Good,0
10707,Burrapine,15700,Nambucca (A),1,Good,Good,0
10708,Burrawang,18350,Wingecarribee (A),1,Good,Good,0
10709,Burrell Creek,15240,Mid-Coast (A),1,Good,Good,0
10710,Burren Junction,17900,Walgett (A),1,Good,Good,0
10711,Burrier,16950,Shoalhaven (C),1,Good,Good,0
10712,Burrill Lake,16950,Shoalhaven (C),1,Good,Good,0
10713,Burringbar,17550,Tweed (A),1,Good,Good,0
10714,Burrinjuck,18710,Yass Valley (A),1,Good,Good,0
10715,Burroway,15850,Narromine (A),1,Good,Good,0
10716,Burrumbuttock,13340,Greater Hume Shire (A),1,Good,Good,0
10717,Burrundulla,15270,Mid-Western Regional (A),1,Good,Good,0
10718,Burwood (NSW),11300,Burwood (A),1,Poor,Good,0
10719,Burwood Heights,11300,Burwood (A),1,Poor,Good,0
10720,Busby,14900,Liverpool (C),1,Good,Good,0
10721,Busbys Flat,11730,Clarence Valley (A),3e-07,Good,Good,1
10721,Busbys Flat,16610,Richmond Valley (A),0.9999997,Good,Good,0
10722,Bushells Ridge,11650,Central Coast (C) (NSW),1,Good,Good,0
10723,Buttaba,14650,Lake Macquarie (C),1,Good,Good,0
10724,Buttai,11720,Cessnock (C),1,Good,Good,0
10725,Butterwick,16400,Port Stephens (A),1,Good,Good,0
10726,Buxton (NSW),18350,Wingecarribee (A),0.0436917,Good,Good,0
