SA1_MAINCODE_2016,SA1_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
40703116306,40703116306,1,Good,Good,0
40703116307,40703116307,1,Good,Good,0
40703116308,40703116308,1,Good,Good,0
40703116309,40703116309,1,Good,Good,0
40703116401,40703116422,0.7104932,Poor,Good,0
40703116401,40703116426,0.2895068,Poor,Good,0
40703116402,40703116418,0.522323,Poor,Good,0
40703116402,40703116421,0.0647779,Poor,Good,0
40703116402,40703116427,0.4128991,Poor,Good,0
40703116403,40703116403,1,Good,Good,0
40703116404,40703116419,0.2364873,Poor,Good,0
40703116404,40703116420,0.4277265,Poor,Good,0
40703116404,40703116428,0.3357862,Poor,Good,0
40703116405,40703116405,1,Good,Good,0
40703116406,40703116406,1,Good,Good,0
40703116407,40703116407,1,Good,Good,0
40703116408,40703116408,1,Good,Good,0
40703116409,40703116409,1,Good,Good,0
40703116410,40703116410,1,Good,Good,0
40703116411,40703116411,1,Good,Good,0
40703116412,40703116423,0.0617751,Poor,Good,0
40703116412,40703116424,0.2196907,Poor,Good,0
40703116412,40703116425,0.7185342,Poor,Good,0
40703116414,40703116414,1,Good,Good,0
40703116416,40703116416,1,Good,Good,0
40703116417,40703116417,1,Good,Good,0
40703116501,40703116543,0.5964858,Poor,Good,0
40703116501,40703116547,0.4035142,Poor,Good,0
40703116502,40703116502,1,Good,Good,0
40703116503,40703116503,1,Good,Good,0
40703116504,40703116542,0.310623,Poor,Good,0
40703116504,40703116545,0.689377,Poor,Good,0
40703116505,40703116505,1,Good,Good,0
40703116506,40703116506,1,Good,Good,0
40703116507,40703116507,1,Good,Good,0
40703116508,40703116508,1,Good,Good,0
40703116509,40703116509,1,Good,Good,0
40703116510,40703116510,1,Good,Good,0
40703116511,40703116511,1,Good,Good,0
40703116512,40703116512,1,Good,Good,0
40703116513,40703116513,1,Good,Good,0
40703116514,40703116514,1,Good,Good,0
40703116515,40703116515,1,Good,Good,0
40703116516,40703116516,1,Good,Good,0
40703116517,40703116517,1,Good,Good,0
40703116518,40703116518,1,Good,Good,0
40703116519,40703116519,1,Good,Good,0
40703116520,40703116520,1,Good,Good,0
40703116521,40703116521,1,Good,Good,0
40703116522,40703116522,1,Good,Good,0
40703116523,40703116523,1,Good,Good,0
40703116524,40703116524,1,Good,Good,0
40703116525,40703116525,1,Good,Good,0
40703116526,40703116544,0.5371347,Poor,Good,0
40703116526,40703116546,0.4628653,Poor,Good,0
40703116527,40703116527,1,Good,Good,0
40703116528,40703116528,1,Good,Good,0
40703116529,40703116529,1,Good,Good,0
40703116530,40703116530,1,Good,Good,0
40703116531,40703116531,1,Good,Good,0
40703116532,40703116532,1,Good,Good,0
40703116533,40703116533,1,Good,Good,0
40703116534,40703116534,1,Good,Good,0
40703116535,40703116535,1,Good,Good,0
40703116536,40703116536,1,Good,Good,0
40703116537,40703116537,1,Good,Good,0
40703116538,40703116538,1,Good,Good,0
40703116539,40703116539,1,Good,Good,0
40703116540,40703116540,1,Good,Good,0
40703116541,40703116541,1,Good,Good,0
40703116601,40703116601,1,Good,Good,0
40703116602,40703116602,1,Good,Good,0
40703116603,40703116603,1,Good,Good,0
40703116604,40703116604,1,Good,Good,0
40703116605,40703116605,1,Good,Good,0
40703116606,40703116606,1,Good,Good,0
40703116607,40703116607,1,Good,Good,0
40703116608,40703116608,1,Good,Good,0
40703116609,40703116609,1,Good,Good,0
40703116610,40703116610,1,Good,Good,0
40703116701,40703116701,1,Good,Good,0
40703116702,40703116702,1,Good,Good,0
40703116703,40703116703,1,Good,Good,0
40703116704,40703116704,1,Good,Good,0
40703116705,40703116705,1,Good,Good,0
40703116706,40703116706,1,Good,Good,0
40703116707,40703116707,1,Good,Good,0
40703116708,40703116708,1,Good,Good,0
40703116709,40703116709,1,Good,Good,0
40703116710,40703116710,1,Good,Good,0
40703116711,40703116711,1,Good,Good,0
40703116712,40703116712,1,Good,Good,0
40703116713,40703116713,1,Good,Good,0
40703116801,40703116801,1,Good,Good,0
40703116802,40703116802,1,Good,Good,0
40703116803,40703116803,1,Good,Good,0
40703116804,40703116804,1,Good,Good,0
40703116805,40703116805,1,Good,Good,0
40703116806,40703116806,1,Good,Good,0
40703116807,40703116807,1,Good,Good,0
40703116808,40703116808,1,Good,Good,0
40703116809,40703116809,1,Good,Good,0
40703116810,40703116810,1,Good,Good,0
40703116811,40703116811,1,Good,Good,0
40703116812,40703116812,1,Good,Good,0
40703116813,40703116813,1,Good,Good,0
40703116901,40703116901,1,Good,Good,0
40703116902,40703116902,1,Good,Good,0
40703116903,40703116903,1,Good,Good,0
40703116904,40703116904,1,Good,Good,0
40703116905,40703116905,1,Good,Good,0
40703116906,40703116906,1,Good,Good,0
40703116907,40703116907,1,Good,Good,0
40703116908,40703116908,1,Good,Good,0
40703116909,40703116909,1,Good,Good,0
40703116910,40703116910,1,Good,Good,0
40703116911,40703116919,1,Good,Good,0
40703116912,40703116920,1,Good,Good,0
40703116913,40703116913,1,Good,Good,0
40703116914,40703116914,1,Good,Good,0
40703116915,40703116915,1,Good,Good,0
40703116916,40703116916,1,Good,Good,0
40703116917,40703116917,1,Good,Good,0
40703116918,40703116918,1,Good,Good,0
40703117001,40703117019,0.8657268,Acceptable,Good,0
40703117001,40703117022,0.1342732,Poor,Good,0
40703117002,40703117002,1,Good,Good,0
40703117003,40703117003,1,Good,Good,0
40703117004,40703117004,1,Good,Good,0
40703117005,40703117021,0.2033827,Poor,Good,0
40703117005,40703117024,0.7966173,Acceptable,Good,0
40703117006,40703117020,0.1265288,Poor,Good,0
40703117006,40703117023,0.8734712,Acceptable,Good,0
40703117007,40703117007,1,Good,Good,0
40703117008,40703117008,1,Good,Good,0
40703117009,40703117009,1,Good,Good,0
40703117010,40703117010,1,Good,Good,0
40703117011,40703117011,1,Good,Good,0
40703117012,40703117012,1,Good,Good,0
40703117013,40703117013,1,Good,Good,0
40703117014,40703117014,1,Good,Good,0
40703117015,40703117015,1,Good,Good,0
40703117016,40703117016,1,Good,Good,0
40703117017,40703117017,1,Good,Good,0
40703117018,40703117018,1,Good,Good,0
49797979991,49797979991,1,Good,Good,0
49797979992,49797979992,1,Good,Good,0
49797979993,49797979993,1,Good,Good,0
49999949999,49999949999,1,Good,Good,0
50101100101,50101100101,1,Good,Good,0
50101100102,50101100102,1,Good,Good,0
50101100103,50101100103,1,Good,Good,0
50101100104,50101100104,1,Good,Good,0
50101100105,50101100105,1,Good,Good,0
50101100106,50101100106,1,Good,Good,0
50101100107,50101100107,1,Good,Good,0
50101100108,50101100108,1,Good,Good,0
50101100109,50101100109,1,Good,Good,0
50101100110,50101100110,1,Good,Good,0
50101100111,50101100111,1,Good,Good,0
50101100112,50101100112,1,Good,Good,0
50101100113,50101100113,1,Good,Good,0
50101100114,50101100114,1,Good,Good,0
50101100115,50101100115,1,Good,Good,0
50101100116,50101100116,1,Good,Good,0
50101100202,50101129439,1,Good,Good,0
50101100203,50101129429,1,Good,Good,0
50101100204,50101129327,1,Good,Good,0
50101100205,50101129415,1,Good,Good,0
50101100206,50101129446,1,Good,Good,0
50101100207,50101129436,1,Good,Good,0
50101100209,50101129329,1,Good,Good,0
50101100213,50101129449,1,Good,Good,0
50101100214,50101129435,0.7240798,Poor,Good,0
50101100214,50101129448,0.2759202,Poor,Good,0
50101100216,50101129412,1,Good,Good,0
50101100217,50101129410,1,Good,Good,0
50101100218,50101129434,1,Good,Good,0
50101100219,50101129425,1,Good,Good,0
50101100220,50101129443,1,Good,Good,0
50101100222,50101129307,0.055387,Poor,Good,0
50101100222,50101129320,0.944613,Good,Good,0
50101100223,50101129437,1,Good,Good,0
50101100224,50101129433,1,Good,Good,0
50101100226,50101129306,0.8978879,Acceptable,Good,0
50101100226,50101129312,0.1021121,Acceptable,Good,0
50101100227,50101129319,1,Good,Good,0
50101100229,50101129444,1,Good,Good,0
50101100230,50101129414,1,Good,Good,0
50101100231,50101129445,1,Good,Good,0
50101100232,50101129417,1,Good,Good,0
50101100233,50101129411,1,Good,Good,0
50101100234,50101129407,0.2801517,Poor,Good,0
50101100234,50101129413,0.146135,Poor,Good,0
50101100234,50101129426,0.2816419,Poor,Good,0
50101100234,50101129431,0.0823671,Poor,Good,0
50101100234,50101129438,0.2097043,Poor,Good,0
50101100235,50101129328,1,Good,Good,0
50101100236,50101129322,1,Good,Good,0
50101100237,50101129416,1,Good,Good,0
50101100238,50101129428,1,Good,Good,0
50101100239,50101129420,1,Good,Good,0
50101100240,50101129421,1,Good,Good,0
50101100241,50101129406,1,Good,Good,0
50101100243,50101129441,1,Good,Good,0
50101100244,50101129442,1,Good,Good,0
50101100246,50101129305,1,Good,Good,0
50101100247,50101129316,1,Good,Good,0
50101100249,50101129432,1,Good,Good,0
50101100250,50101129409,1,Good,Good,0
50101100251,50101129450,1,Good,Good,0
50101100252,50101129418,1,Good,Good,0
50101100253,50101129402,0.2231289,Poor,Good,0
50101100253,50101129427,0.0046485,Poor,Good,1
50101100253,50101129440,0.7722225,Acceptable,Good,0
50101100254,50101129302,1,Good,Good,0
50101100255,50101129311,1,Good,Good,0
50101100256,50101129321,1,Good,Good,0
50101100257,50101129318,1,Good,Good,0
50101100258,50101129301,1,Good,Good,0
50101100259,50101129404,1,Good,Good,0
50101100260,50101129308,1,Good,Good,0
50101100261,50101129405,1,Good,Good,0
50101100262,50101129304,1,Good,Good,0
50101100263,50101129325,1,Good,Good,0
50101100264,50101129423,1,Good,Good,0
50101100265,50101129452,1,Good,Good,0
50101100266,50101129310,1,Good,Good,0
50101100267,50101129324,1,Good,Good,0
50101100268,50101129314,0.8087368,Acceptable,Good,0
50101100268,50101129315,0.1912632,Poor,Good,0
50101100269,50101129403,1,Good,Good,0
50101100270,50101129313,1,Good,Good,0
50101100271,50101129323,1,Good,Good,0
50101100272,50101129419,0.9177971,Good,Good,0
50101100272,50101129424,0.0822029,Poor,Good,0
50101100273,50101129401,1,Good,Good,0
50101100274,50101129309,0.2793822,Poor,Good,0
50101100274,50101129314,0.0454082,Acceptable,Good,0
50101100274,50101129315,0.6752097,Poor,Good,0
50101100275,50101129326,1,Good,Good,0
50101100276,50101129422,1,Good,Good,0
50101100277,50101129312,1,Acceptable,Good,0
50101100278,50101129317,1,Good,Good,0
50101100279,50101129303,1,Good,Good,0
50101100280,50101129430,1,Good,Good,0
50101100281,50101129408,1,Good,Good,0
50101100282,50101129451,1,Good,Good,0
50101100283,50101129447,1,Good,Good,0
50101100301,50101100301,1,Good,Good,0
50101100302,50101100302,1,Good,Good,0
50101100303,50101100303,1,Good,Good,0
50101100304,50101100304,1,Good,Good,0
50101100305,50101100305,1,Good,Good,0
50101100306,50101100306,1,Good,Good,0
50101100307,50101100307,1,Good,Good,0
50101100308,50101100308,1,Good,Good,0
50101100310,50101100310,1,Good,Good,0
50101100311,50101100311,1,Good,Good,0
50101100312,50101100312,1,Good,Good,0
50101100313,50101100313,1,Good,Good,0
50101100314,50101100314,1,Good,Good,0
50101100315,50101100315,1,Good,Good,0
50101100316,50101100316,1,Good,Good,0
50101100317,50101100317,1,Good,Good,0
50101100318,50101100330,0.5223366,Poor,Good,0
50101100318,50101100332,0.4776634,Poor,Good,0
50101100319,50101100319,1,Good,Good,0
50101100320,50101100320,1,Good,Good,0
50101100321,50101100321,1,Good,Good,0
50101100322,50101100322,1,Good,Good,0
50101100323,50101100323,1,Good,Good,0
50101100324,50101100324,1,Good,Good,0
50101100325,50101100325,1,Good,Good,0
50101100326,50101100326,1,Good,Good,0
50101100327,50101100329,0.8845511,Acceptable,Good,0
50101100327,50101100331,0.1154489,Poor,Good,0
50101100328,50101100328,1,Good,Good,0
50101100401,50101100401,1,Good,Good,0
50101100405,50101100405,1,Good,Good,0
50101100406,50101100406,1,Good,Good,0
50101100407,50101100407,1,Good,Good,0
50101100408,50101100408,1,Good,Good,0
50101100410,50101100410,1,Good,Good,0
50101100411,50101100411,1,Good,Good,0
50101100412,50101100412,1,Good,Good,0
50101100413,50101100413,1,Good,Good,0
50101100414,50101100414,1,Good,Good,0
50101100415,50101100428,0.0370735,Poor,Good,0
50101100415,50101100429,0.9629265,Good,Good,0
50101100416,50101100416,1,Good,Good,0
50101100417,50101100417,1,Good,Good,0
50101100418,50101100418,1,Good,Good,0
50101100419,50101100419,1,Good,Good,0
50101100420,50101100420,1,Good,Good,0
50101100421,50101100421,1,Good,Good,0
50101100422,50101100422,1,Good,Good,0
50101100423,50101100423,1,Good,Good,0
50101100424,50101100424,1,Good,Good,0
50101100425,50101100425,1,Good,Good,0
50101100426,50101100426,1,Good,Good,0
50101100427,50101100427,1,Good,Good,0
50102100502,50102100502,1,Good,Good,0
50102100504,50102100504,1,Good,Good,0
50102100505,50102100505,1,Good,Good,0
50102100506,50102100506,1,Good,Good,0
50102100507,50102100507,1,Good,Good,0
50102100508,50102100508,1,Good,Good,0
50102100509,50102100509,1,Good,Good,0
50102100510,50102100510,1,Good,Good,0
50102100511,50102100511,1,Good,Good,0
50102100512,50102100512,1,Good,Good,0
50102100513,50102100513,1,Good,Good,0
50102100514,50102100514,1,Good,Good,0
50102100515,50102100515,1,Good,Good,0
50102100516,50102100516,1,Good,Good,0
50102100517,50102100517,1,Good,Good,0
50102100518,50102100518,1,Good,Good,0
50102100519,50102100519,1,Good,Good,0
50102100520,50102100520,1,Good,Good,0
50102100521,50102100521,1,Good,Good,0
50102100522,50102100522,1,Good,Good,0
50102100524,50102100524,1,Good,Good,0
50102100525,50102100525,1,Good,Good,0
50102100526,50102100526,1,Good,Good,0
50102100527,50102100527,1,Good,Good,0
50102100528,50102100528,1,Good,Good,0
50102100529,50102100529,1,Good,Good,0
50102100530,50102100530,1,Good,Good,0
50102100531,50102100531,1,Good,Good,0
50102100532,50102100532,1,Good,Good,0
50102100533,50102100533,1,Good,Good,0
50102100534,50102100534,1,Good,Good,0
50102100536,50102100536,1,Good,Good,0
50102100537,50102100537,1,Good,Good,0
50102100538,50102100538,1,Good,Good,0
50102100539,50102100539,1,Good,Good,0
50102100540,50102100540,1,Good,Good,0
50102100541,50102100541,1,Good,Good,0
50102100542,50102100542,1,Good,Good,0
50102100543,50102100543,1,Good,Good,0
50102100544,50102100544,1,Good,Good,0
50102100545,50102100545,1,Good,Good,0
50102100546,50102100546,1,Good,Good,0
50102100547,50102100547,1,Good,Good,0
50102100548,50102100548,1,Good,Good,0
50102100549,50102100549,1,Good,Good,0
50102100550,50102100550,1,Good,Good,0
50102100551,50102100551,1,Good,Good,0
50102100701,50102100701,1,Good,Good,0
50102100702,50102100702,1,Good,Good,0
50102100703,50102100716,0.4625499,Poor,Good,0
50102100703,50102100718,0.5374501,Poor,Good,0
50102100704,50102100704,1,Good,Good,0
50102100705,50102100705,1,Good,Good,0
50102100706,50102100706,1,Good,Good,0
50102100707,50102100715,0.3790033,Poor,Good,0
50102100707,50102100717,0.6209967,Poor,Good,0
50102100708,50102100708,1,Good,Good,0
50102100709,50102100709,1,Good,Good,0
50102100710,50102100710,1,Good,Good,0
50102100711,50102100711,1,Good,Good,0
50102100713,50102100713,1,Good,Good,0
50102100714,50102100714,1,Good,Good,0
50102100801,50102100801,1,Good,Good,0
50102100802,50102100802,1,Good,Good,0
50102100803,50102100803,1,Good,Good,0
50102100804,50102100804,1,Good,Good,0
50102100805,50102100805,1,Good,Good,0
50102100806,50102100806,1,Good,Good,0
50102100807,50102100807,1,Good,Good,0
50102100808,50102100817,0,Poor,Good,1
50102100808,50102100818,1,Good,Good,0
50102100809,50102100809,1,Good,Good,0
50102100810,50102100810,1,Good,Good,0
50102100811,50102100811,1,Good,Good,0
50102100812,50102100812,1,Good,Good,0
50102100813,50102100813,1,Good,Good,0
50102100814,50102100814,1,Good,Good,0
50102100815,50102100815,1,Good,Good,0
50102100816,50102100816,1,Good,Good,0
50102100901,50102100901,1,Good,Good,0
50102100902,50102100902,1,Good,Good,0
50102100903,50102100903,1,Good,Good,0
50102100904,50102100904,1,Good,Good,0
50102100905,50102100905,1,Good,Good,0
50102100906,50102100906,1,Good,Good,0
50102100907,50102100907,1,Good,Good,0
50102100908,50102100908,1,Good,Good,0
50102100909,50102100909,1,Good,Good,0
50102100910,50102100910,1,Good,Good,0
50102100911,50102100911,1,Good,Good,0
50102100912,50102100912,1,Good,Good,0
50102100913,50102100913,1,Good,Good,0
50102100914,50102100914,1,Good,Good,0
50102100915,50102100915,1,Good,Good,0
50102100916,50102100916,1,Good,Good,0
50102100917,50102100917,1,Good,Good,0
50102100918,50102100918,1,Good,Good,0
50102100920,50102100920,1,Good,Good,0
50102100921,50102100921,1,Good,Good,0
50102100922,50102100922,1,Good,Good,0
50102100923,50102100923,1,Good,Good,0
50102100924,50102100924,1,Good,Good,0
50102100925,50102100925,1,Good,Good,0
50102100926,50102100926,1,Good,Good,0
50102100927,50102100927,1,Good,Good,0
50102100928,50102100928,1,Good,Good,0
50102100929,50102100929,1,Good,Good,0
50102100930,50102100930,1,Good,Good,0
50102100931,50102100931,1,Good,Good,0
50102101001,50102101001,1,Good,Good,0
50102101002,50102101002,1,Good,Good,0
50102101003,50102101003,1,Good,Good,0
50102101004,50102101008,0.124596,Good,Good,0
50102101004,50102101009,0.875404,Acceptable,Good,0
50102101005,50102101005,1,Good,Good,0
50102101006,50102101006,1,Good,Good,0
50102101007,50102101008,1,Good,Good,0
50102101101,50102101101,1,Good,Good,0
50102101201,50102101201,1,Good,Good,0
50102101202,50102101202,1,Good,Good,0
50102101203,50102101203,1,Good,Good,0
50102101204,50102101204,1,Good,Good,0
50102101205,50102101205,1,Good,Good,0
50102101206,50102101206,1,Good,Good,0
50102101207,50102101207,1,Good,Good,0
50102101208,50102101208,1,Good,Good,0
50102101209,50102101209,1,Good,Good,0
50102101210,50102101210,1,Good,Good,0
50102101213,50102101213,1,Good,Good,0
50102101214,50102101214,1,Good,Good,0
50102101215,50102101215,1,Good,Good,0
50102101216,50102101216,1,Good,Good,0
50102101217,50102101217,1,Good,Good,0
50102101218,50102101218,1,Good,Good,0
50102101219,50102101219,1,Good,Good,0
50102101220,50102101220,1,Good,Good,0
50102101221,50102101221,1,Good,Good,0
50102101222,50102101222,1,Good,Good,0
50102101223,50102101223,1,Good,Good,0
50102101224,50102101224,1,Good,Good,0
50102101225,50102101225,1,Good,Good,0
50102101226,50102101226,1,Good,Good,0
50102101227,50102101227,1,Good,Good,0
50102101228,50102101228,1,Good,Good,0
50102101229,50102101229,1,Good,Good,0
50102101230,50102101230,1,Good,Good,0
50102101231,50102101231,1,Good,Good,0
50102101401,50102101401,1,Good,Good,0
50102101402,50102101402,1,Good,Good,0
50102101404,50102101404,1,Good,Good,0
50102101405,50102101405,1,Good,Good,0
50102101406,50102101406,1,Good,Good,0
50102101407,50102101407,1,Good,Good,0
50102101408,50102101408,1,Good,Good,0
50102101409,50102101409,1,Good,Good,0
50102101410,50102101410,1,Good,Good,0
50102101411,50102101411,1,Good,Good,0
50102101412,50102101412,1,Good,Good,0
50102101413,50102101413,1,Good,Good,0
50102101414,50102101414,1,Good,Good,0
50102101415,50102101415,1,Good,Good,0
50102101416,50102101416,1,Good,Good,0
50102101417,50102101417,1,Good,Good,0
50102101418,50102101418,1,Good,Good,0
50102101419,50102101419,1,Good,Good,0
50102101420,50102101420,1,Good,Good,0
50102101421,50102101421,1,Good,Good,0
50102101423,50102101423,1,Good,Good,0
50102101424,50102101424,1,Good,Good,0
50102101425,50102101425,1,Good,Good,0
50102101426,50102101426,1,Good,Good,0
50102101427,50102101427,1,Good,Good,0
50102101501,50102101501,1,Good,Good,0
50102101502,50102101502,1,Good,Good,0
50102101503,50102101503,1,Good,Good,0
