SA1_MAINCODE_2016,SA1_CODE_2021,RATIO_FROM_TO,INDIV_TO_REGION_QLTY_INDICATOR,OVERALL_QUALITY_INDICATOR,BMOS_NULL_FLAG
40504112507,40504112507,1,Good,Good,0
40504112508,40504112508,1,Good,Good,0
40504112509,40504112509,1,Good,Good,0
40504112510,40504112510,1,Good,Good,0
40504112511,40504112511,1,Good,Good,0
40504112512,40504112512,1,Good,Good,0
40504112601,40504112601,1,Good,Good,0
40504112602,40504112602,1,Good,Good,0
40504112603,40504112616,0.3351761,Poor,Good,0
40504112603,40504112617,0.6648239,Poor,Good,0
40504112604,40504112604,1,Good,Good,0
40504112605,40504112605,1,Good,Good,0
40504112606,40504112606,1,Good,Good,0
40504112607,40504112607,1,Good,Good,0
40504112608,40504112608,1,Good,Good,0
40504112609,40504112612,0.1208883,Poor,Good,0
40504112609,40504112615,0.8791117,Acceptable,Good,0
40504112610,40504112610,1,Good,Good,0
40504112611,40504112613,0.9835224,Good,Good,0
40504112611,40504112614,0.0164776,Poor,Good,0
40504112701,40504112701,1,Good,Good,0
40504112702,40504112702,1,Good,Good,0
40504112703,40504112703,1,Good,Good,0
40504112704,40504112704,1,Good,Good,0
40504112705,40504112723,0.5877509,Poor,Good,0
40504112705,40504112726,0.4122491,Poor,Good,0
40504112706,40504112706,1,Good,Good,0
40504112707,40504112725,0.7888103,Acceptable,Good,0
40504112707,40504112727,0.2111897,Poor,Good,0
40504112708,40504112708,1,Good,Good,0
40504112709,40504112722,0.9905652,Good,Good,0
40504112709,40504112724,0.0094348,Poor,Good,1
40504112710,40504112710,1,Good,Good,0
40504112711,40504112711,1,Good,Good,0
40504112712,40504112712,1,Good,Good,0
40504112713,40504112713,1,Good,Good,0
40504112714,40504112714,1,Good,Good,0
40504112715,40504112715,1,Good,Good,0
40504112716,40504112716,1,Good,Good,0
40504112717,40504112717,1,Good,Good,0
40504112718,40504112718,1,Good,Good,0
40504112719,40504112719,1,Good,Good,0
40504112720,40504112720,1,Good,Good,0
40504112721,40504112721,1,Good,Good,0
40504112801,40504112814,0.3853493,Poor,Good,0
40504112801,40504112816,0.6146507,Poor,Good,0
40504112802,40504112815,0.8055743,Acceptable,Good,0
40504112802,40504112817,0.1944257,Poor,Good,0
40504112803,40504112803,1,Good,Good,0
40504112804,40504112804,1,Good,Good,0
40504112805,40504112805,1,Good,Good,0
40504112806,40504112806,1,Good,Good,0
40504112807,40504112807,1,Good,Good,0
40504112808,40504112808,1,Good,Good,0
40504112809,40504112809,1,Good,Good,0
40504112810,40504112810,1,Good,Good,0
40504112811,40504112811,1,Good,Good,0
40504112812,40504112812,1,Good,Good,0
40504112813,40504112813,1,Good,Good,0
40601112901,40601112901,1,Good,Good,0
40601112902,40601112902,1,Good,Good,0
40601112903,40601112903,1,Good,Good,0
40601112904,40601112904,1,Good,Good,0
40601112905,40601112905,1,Good,Good,0
40601112906,40601112906,1,Good,Good,0
40601112907,40601112907,1,Good,Good,0
40601113001,40601113001,1,Good,Good,0
40601113002,40601113002,1,Good,Good,0
40601113003,40601113003,1,Good,Good,0
40601113004,40601113004,1,Good,Good,0
40601113005,40601113005,1,Good,Good,0
40601113006,40601113006,1,Good,Good,0
40601113007,40601113007,1,Good,Good,0
40601113008,40601113008,1,Good,Good,0
40601113009,40601113009,1,Good,Good,0
40601113010,40601113010,1,Good,Good,0
40601113011,40601113011,1,Good,Good,0
40601113012,40601113012,1,Good,Good,0
40601113013,40601113013,1,Good,Good,0
40601113014,40601113014,1,Good,Good,0
40601113015,40601113015,1,Good,Good,0
40601113016,40601113016,1,Good,Good,0
40601113017,40601113017,1,Good,Good,0
40601113018,40601113018,1,Good,Good,0
40601113019,40601113019,1,Good,Good,0
40601113020,40601113020,1,Good,Good,0
40601113021,40601113021,1,Good,Good,0
40601113022,40601113022,1,Good,Good,0
40601113023,40601113023,1,Good,Good,0
40601113101,40601113101,1,Good,Good,0
40601113102,40601113102,1,Good,Good,0
40601113103,40601113103,1,Good,Good,0
40601113104,40601113104,1,Good,Good,0
40601113105,40601113105,1,Good,Good,0
40601113106,40601113106,1,Good,Good,0
40601113107,40601113107,1,Good,Good,0
40601113108,40601113108,1,Good,Good,0
40601113109,40601113109,1,Good,Good,0
40601113110,40601113110,1,Good,Good,0
40601113111,40601113111,1,Good,Good,0
40601113112,40601113112,1,Good,Good,0
40601113113,40601113113,1,Good,Good,0
40601113201,40601113201,1,Good,Good,0
40601113202,40601113202,1,Good,Good,0
40601113203,40601113203,1,Good,Good,0
40601113204,40601113204,1,Good,Good,0
40601113205,40601113205,1,Good,Good,0
40601113206,40601113206,1,Good,Good,0
40601113301,40601113301,1,Good,Good,0
40601113302,40601113302,1,Good,Good,0
40601113303,40601113303,1,Good,Good,0
40601113304,40601113304,1,Good,Good,0
40601113305,40601113305,1,Good,Good,0
40601113306,40601113306,1,Good,Good,0
40601113307,40601113307,1,Good,Good,0
40601113308,40601113308,1,Good,Good,0
40601113309,40601113309,1,Good,Good,0
40601113310,40601113310,1,Good,Good,0
40601113311,40601113311,1,Good,Good,0
40601113312,40601113312,1,Good,Good,0
40601113313,40601113313,1,Good,Good,0
40601113314,40601113314,1,Good,Good,0
40601113315,40601113315,1,Good,Good,0
40601113316,40601113316,1,Good,Good,0
40601113317,40601113317,1,Good,Good,0
40601113318,40601113318,1,Good,Good,0
40601113319,40601113319,1,Good,Good,0
40601113320,40601113320,1,Good,Good,0
40601113321,40601113321,1,Good,Good,0
40601113322,40601113322,1,Good,Good,0
40601113323,40601113323,1,Good,Good,0
40601113324,40601113324,1,Good,Good,0
40601113325,40601113325,1,Good,Good,0
40601113326,40601113326,1,Good,Good,0
40601113327,40601113327,1,Good,Good,0
40601113328,40601113328,1,Good,Good,0
40601113329,40601113329,1,Good,Good,0
40601113330,40601113330,1,Good,Good,0
40601113331,40601113331,1,Good,Good,0
40601113332,40601113332,1,Good,Good,0
40601113333,40601113333,1,Good,Good,0
40601113334,40601113334,1,Good,Good,0
40601113335,40601113335,1,Good,Good,0
40601113336,40601113336,1,Good,Good,0
40601113337,40601113337,1,Good,Good,0
40601113338,40601113338,1,Good,Good,0
40601113339,40601113339,1,Good,Good,0
40601113340,40601113340,1,Good,Good,0
40601113341,40601113341,1,Good,Good,0
40601113342,40601113342,1,Good,Good,0
40601113401,40601113401,1,Good,Good,0
40601113402,40601113402,1,Good,Good,0
40601113403,40601113403,1,Good,Good,0
40601113404,40601113404,1,Good,Good,0
40601113405,40601113405,1,Good,Good,0
40601113406,40601113406,1,Good,Good,0
40601113407,40601113407,1,Good,Good,0
40601113408,40601113408,1,Good,Good,0
40601113409,40601113409,1,Good,Good,0
40601113410,40601113410,1,Good,Good,0
40601113411,40601113411,1,Good,Good,0
40601113501,40601113503,1,Good,Good,0
40601113502,40601113503,0.0615093,Good,Good,0
40601113502,40601113504,0.9384907,Good,Good,0
40601113601,40601113601,1,Good,Good,0
40601113602,40601113602,1,Good,Good,0
40601113603,40601113603,1,Good,Good,0
40601113604,40601113604,1,Good,Good,0
40601113605,40601113605,1,Good,Good,0
40601113606,40601113606,1,Good,Good,0
40601113607,40601113607,1,Good,Good,0
40601113608,40601113608,1,Good,Good,0
40601113609,40601113609,1,Good,Good,0
40601113610,40601113610,1,Good,Good,0
40601113611,40601113611,1,Good,Good,0
40601113612,40601113612,1,Good,Good,0
40601113613,40601113613,1,Good,Good,0
40601113614,40601113614,1,Good,Good,0
40601113615,40601113615,1,Good,Good,0
40601113617,40601113617,1,Good,Good,0
40601113618,40601113618,1,Good,Good,0
40601113619,40601113619,1,Good,Good,0
40601113620,40601113620,1,Good,Good,0
40601113621,40601113621,1,Good,Good,0
40601113622,40601113622,1,Good,Good,0
40601113623,40601113623,1,Good,Good,0
40601113624,40601113624,1,Good,Good,0
40601113625,40601113625,1,Good,Good,0
40601113626,40601113626,1,Good,Good,0
40601113627,40601113627,1,Good,Good,0
40601113628,40601113628,1,Good,Good,0
40601113629,40601113629,1,Good,Good,0
40601113630,40601113630,1,Good,Good,0
40601113631,40601113631,1,Good,Good,0
40601113632,40601113632,1,Good,Good,0
40601113633,40601113633,1,Good,Good,0
40601113634,40601113634,1,Good,Good,0
40601113635,40601113635,1,Good,Good,0
40601113636,40601113636,1,Good,Good,0
40601113637,40601113637,1,Good,Good,0
40601113638,40601113638,1,Good,Good,0
40601113639,40601113639,1,Good,Good,0
40601113640,40601113640,1,Good,Good,0
40601113641,40601113641,1,Good,Good,0
40601113642,40601113642,1,Good,Good,0
40601113643,40601113643,1,Good,Good,0
40601113644,40601113644,1,Good,Good,0
40601113645,40601113645,1,Good,Good,0
40601113646,40601113646,1,Good,Good,0
40601113647,40601113647,1,Good,Good,0
40601113648,40601113648,1,Good,Good,0
40601113649,40601113649,1,Good,Good,0
40601113650,40601113650,1,Good,Good,0
40601113651,40601113651,1,Good,Good,0
40601113652,40601113652,1,Good,Good,0
40601113653,40601113653,1,Good,Good,0
40601113654,40601113654,1,Good,Good,0
40601113655,40601113655,1,Good,Good,0
40601113656,40601113656,1,Good,Good,0
40601113657,40601113657,1,Good,Good,0
40601113658,40601113658,1,Good,Good,0
40601113659,40601113659,1,Good,Good,0
40601113660,40601113660,1,Good,Good,0
40601113661,40601113661,1,Good,Good,0
40601113662,40601113662,1,Good,Good,0
40601113701,40601113701,1,Good,Good,0
40602113801,40602113801,1,Good,Good,0
40602113802,40602113802,1,Good,Good,0
40602113803,40602113803,1,Good,Good,0
40602113804,40602113804,1,Good,Good,0
40602113805,40602113805,1,Good,Good,0
40602113806,40602113806,1,Good,Good,0
40602113807,40602113807,1,Good,Good,0
40602113808,40602113808,1,Good,Good,0
40602113809,40602113809,1,Good,Good,0
40602113810,40602113810,1,Good,Good,0
40602113811,40602113811,1,Good,Good,0
40602113812,40602113812,1,Good,Good,0
40602113813,40602113813,1,Good,Good,0
40602113814,40602113814,1,Good,Good,0
40602113815,40602113815,1,Good,Good,0
40602113816,40602113816,1,Good,Good,0
40602113817,40602113817,1,Good,Good,0
40602113901,40602113901,1,Good,Good,0
40602113902,40602113902,1,Good,Good,0
40602113903,40602113903,1,Good,Good,0
40602113904,40602113904,1,Good,Good,0
40602113905,40602113905,1,Good,Good,0
40602113906,40602113906,1,Good,Good,0
40602113907,40602113907,1,Good,Good,0
40602113908,40602113908,1,Good,Good,0
40602114001,40602114001,1,Good,Good,0
40602114003,40602114003,1,Good,Good,0
40602114004,40602114004,1,Good,Good,0
40602114005,40602114005,1,Good,Good,0
40602114006,40602114006,1,Good,Good,0
40602114007,40602114007,1,Good,Good,0
40602114008,40602114008,1,Good,Good,0
40602114009,40602114009,1,Good,Good,0
40602114010,40602114010,1,Good,Good,0
40602114101,40602114101,1,Good,Good,0
40602114102,40602114102,1,Good,Good,0
40602114103,40602114103,1,Good,Good,0
40602114104,40602114104,1,Good,Good,0
40602114105,40602114105,1,Good,Good,0
40602114107,40602114107,1,Good,Good,0
40602114109,40602114109,1,Good,Good,0
40602114110,40602114110,1,Good,Good,0
40602114111,40602114111,1,Good,Good,0
40602114201,40602114201,1,Good,Good,0
40602114202,40602114202,1,Good,Good,0
40602114203,40602114203,1,Good,Good,0
40602114204,40602114204,1,Good,Good,0
40602114205,40602114205,1,Good,Good,0
40602114206,40602114206,1,Good,Good,0
40602114207,40602114207,1,Good,Good,0
40602114208,40602114208,1,Good,Good,0
40602114209,40602114209,1,Good,Good,0
40602114210,40602114210,1,Good,Good,0
40602114211,40602114211,1,Good,Good,0
40602114212,40602114212,1,Good,Good,0
40602114213,40602114213,1,Good,Good,0
40602114214,40602114214,1,Good,Good,0
40602114215,40602114215,1,Good,Good,0
40602114216,40602114216,1,Good,Good,0
40602114217,40602114217,1,Good,Good,0
40602114218,40602114218,1,Good,Good,0
40602114219,40602114219,1,Good,Good,0
40602114220,40602114220,1,Good,Good,0
40602114221,40602114221,1,Good,Good,0
40602114222,40602114222,1,Good,Good,0
40602114223,40602114223,1,Good,Good,0
40602114224,40602114224,1,Good,Good,0
40602114225,40602114225,1,Good,Good,0
40602114226,40602114226,1,Good,Good,0
40602114227,40602114227,1,Good,Good,0
40602114228,40602114228,1,Good,Good,0
40602114229,40602114229,1,Good,Good,0
40602114230,40602114230,1,Good,Good,0
40602114231,40602114231,1,Good,Good,0
40602114232,40602114232,1,Good,Good,0
40602114233,40602114233,1,Good,Good,0
40602114234,40602114234,1,Good,Good,0
40602114235,40602114235,1,Good,Good,0
40602114236,40602114236,1,Good,Good,0
40602114301,40602114301,1,Good,Good,0
40602114302,40602114302,1,Good,Good,0
40602114303,40602114303,1,Good,Good,0
40602114304,40602114304,1,Good,Good,0
40602114305,40602114305,1,Good,Good,0
40602114307,40602114307,1,Good,Good,0
40602114308,40602114308,1,Good,Good,0
40602114309,40602114309,1,Good,Good,0
40602114311,40602114311,1,Good,Good,0
40602114312,40602114312,1,Good,Good,0
40602114313,40602114313,1,Good,Good,0
40602114314,40602114314,1,Good,Good,0
40701114401,40701114401,1,Good,Good,0
40701114402,40701114402,1,Good,Good,0
40701114403,40701114403,1,Good,Good,0
40701114404,40701114404,1,Good,Good,0
40701114405,40701114405,1,Good,Good,0
40701114406,40701114406,1,Good,Good,0
40701114407,40701114407,1,Good,Good,0
40701114408,40701114408,1,Good,Good,0
40701114409,40701114409,1,Good,Good,0
40701114410,40701114435,0.1063314,Poor,Good,0
40701114410,40701114436,0.8936686,Acceptable,Good,0
40701114411,40701114411,1,Good,Good,0
40701114412,40701114412,1,Good,Good,0
40701114413,40701114413,1,Good,Good,0
40701114415,40701114415,1,Good,Good,0
40701114416,40701114416,1,Good,Good,0
40701114417,40701114417,1,Good,Good,0
40701114418,40701114418,1,Good,Good,0
40701114419,40701114419,1,Good,Good,0
40701114420,40701114420,1,Good,Good,0
40701114421,40701114421,1,Good,Good,0
40701114422,40701114422,1,Good,Good,0
40701114424,40701114424,1,Good,Good,0
40701114425,40701114425,1,Good,Good,0
40701114426,40701114426,1,Good,Good,0
40701114427,40701114427,1,Good,Good,0
40701114428,40701114428,1,Good,Good,0
40701114429,40701114429,1,Good,Good,0
40701114430,40701114430,1,Good,Good,0
40701114431,40701114431,1,Good,Good,0
40701114432,40701114432,1,Good,Good,0
40701114433,40701114433,1,Good,Good,0
40701114434,40701114434,1,Good,Good,0
40701114501,40701114501,1,Good,Good,0
40701114502,40701114502,1,Good,Good,0
40701114503,40701114503,1,Good,Good,0
40701114504,40701114504,1,Good,Good,0
40701114505,40701114505,1,Good,Good,0
40701114506,40701114506,1,Good,Good,0
40701114507,40701114507,1,Good,Good,0
40701114508,40701114508,1,Good,Good,0
40701114509,40701114509,1,Good,Good,0
40701114510,40701114510,1,Good,Good,0
40701114511,40701114511,1,Good,Good,0
40701114512,40701114512,1,Good,Good,0
40701114513,40701114513,1,Good,Good,0
40701114514,40701114514,1,Good,Good,0
40701114601,40701114601,1,Good,Good,0
40701114603,40701114619,0.5833239,Poor,Good,0
40701114603,40701114620,0.4166761,Poor,Good,0
40701114604,40701114604,1,Good,Good,0
40701114605,40701114605,1,Good,Good,0
40701114606,40701114606,1,Good,Good,0
40701114608,40701114608,1,Good,Good,0
40701114609,40701114609,1,Good,Good,0
40701114610,40701114610,1,Good,Good,0
40701114611,40701114611,1,Good,Good,0
40701114612,40701114612,1,Good,Good,0
40701114613,40701114613,1,Good,Good,0
40701114614,40701114614,1,Good,Good,0
40701114615,40701114615,1,Good,Good,0
40701114616,40701114616,1,Good,Good,0
40701114617,40701114617,1,Good,Good,0
40701114618,40701114618,1,Good,Good,0
40701114701,40701114701,1,Good,Good,0
40701114702,40701114702,1,Good,Good,0
40701114703,40701114703,1,Good,Good,0
40701114704,40701114704,1,Good,Good,0
40701114705,40701114705,1,Good,Good,0
40701114706,40701114706,1,Good,Good,0
40701114707,40701114707,1,Good,Good,0
40701114708,40701114708,1,Good,Good,0
40701114709,40701114709,1,Good,Good,0
40701114710,40701114710,1,Good,Good,0
40701114711,40701114711,1,Good,Good,0
40701114712,40701114712,1,Good,Good,0
40701114713,40701114713,1,Good,Good,0
40701114714,40701114714,1,Good,Good,0
40701114715,40701114715,1,Good,Good,0
40701114716,40701114716,1,Good,Good,0
40701114717,40701114717,1,Good,Good,0
40701114718,40701114718,1,Good,Good,0
40701114801,40701114801,1,Good,Good,0
40701114802,40701114802,1,Good,Good,0
40701114803,40701114803,1,Good,Good,0
40701114804,40701114804,1,Good,Good,0
40701114805,40701114805,1,Good,Good,0
40701114806,40701114806,1,Good,Good,0
40701114807,40701114807,1,Good,Good,0
40701114808,40701114808,1,Good,Good,0
40701114809,40701114809,1,Good,Good,0
40701114810,40701114810,1,Good,Good,0
40701114811,40701114811,1,Good,Good,0
40701114812,40701114812,1,Good,Good,0
40701114813,40701114813,1,Good,Good,0
40701114814,40701114814,1,Good,Good,0
40701114815,40701114815,1,Good,Good,0
40701114816,40701114816,1,Good,Good,0
40701114817,40701114817,1,Good,Good,0
40701114818,40701114818,1,Good,Good,0
40701114819,40701114819,1,Good,Good,0
40701114820,40701114820,1,Good,Good,0
40701114821,40701114821,1,Good,Good,0
40701114822,40701114822,1,Good,Good,0
40701114823,40701114823,1,Good,Good,0
40701114824,40701114824,1,Good,Good,0
40701114825,40701114825,1,Good,Good,0
40701114826,40701114826,1,Good,Good,0
40701114827,40701114827,1,Good,Good,0
40701114828,40701114828,1,Good,Good,0
40701114829,40701114829,1,Good,Good,0
40701114830,40701114830,1,Good,Good,0
40701114901,40701114901,1,Good,Good,0
40701114902,40701114902,1,Good,Good,0
40701114903,40701114903,1,Good,Good,0
40701114904,40701114904,1,Good,Good,0
40701114905,40701114905,1,Good,Good,0
40701114906,40701114906,1,Good,Good,0
40701114907,40701114907,1,Good,Good,0
40701114908,40701114908,1,Good,Good,0
40701114909,40701114909,1,Good,Good,0
40701114910,40701114910,1,Good,Good,0
40701114911,40701114911,1,Good,Good,0
40701114912,40701114912,1,Good,Good,0
40701114913,40701114913,1,Good,Good,0
40701114914,40701114914,1,Good,Good,0
40702115001,40702115001,1,Good,Good,0
40702115002,40702115002,1,Good,Good,0
40702115003,40702115003,1,Good,Good,0
40702115004,40702115004,1,Good,Good,0
40702115005,40702115005,1,Good,Good,0
40702115006,40702115006,1,Good,Good,0
40702115007,40702115007,1,Good,Good,0
40702115008,40702115008,1,Good,Good,0
40702115009,40702115009,1,Good,Good,0
40702115010,40702115010,1,Good,Good,0
40702115011,40702115011,1,Good,Good,0
40702115012,40702115012,1,Good,Good,0
40702115013,40702115013,1,Good,Good,0
40702115014,40702115014,1,Good,Good,0
40702115015,40702115015,1,Good,Good,0
40702115016,40702115016,1,Good,Good,0
40702115017,40702115017,1,Good,Good,0
40702115018,40702115018,1,Good,Good,0
40702115101,40702115101,1,Good,Good,0
40702115102,40702115102,1,Good,Good,0
40702115103,40702115103,1,Good,Good,0
40702115104,40702115104,1,Good,Good,0
40702115105,40702115105,1,Good,Good,0
40702115106,40702115106,1,Good,Good,0
40702115107,40702115107,1,Good,Good,0
40702115108,40702115108,1,Good,Good,0
40702115109,40702115109,1,Good,Good,0
40702115110,40702115110,1,Good,Good,0
40702115111,40702115111,1,Good,Good,0
40702115112,40702115112,1,Good,Good,0
40702115113,40702115113,1,Good,Good,0
40702115114,40702115114,1,Good,Good,0
40702115201,40702115201,1,Good,Good,0
40702115202,40702115202,1,Good,Good,0
40702115203,40702115203,1,Good,Good,0
40702115204,40702115204,1,Good,Good,0
40702115205,40702115205,1,Good,Good,0
40702115206,40702115206,1,Good,Good,0
40702115207,40702115207,1,Good,Good,0
40702115208,40702115208,1,Good,Good,0
40702115209,40702115209,1,Good,Good,0
40702115210,40702115210,1,Good,Good,0
40702115211,40702115211,1,Good,Good,0
40702115212,40702115212,1,Good,Good,0
40702115213,40702115213,1,Good,Good,0
40702115214,40702115214,1,Good,Good,0
40702115215,40702115215,1,Good,Good,0
40702115216,40702115216,1,Good,Good,0
40702115401,40702115401,1,Good,Good,0
40702115402,40702115402,1,Good,Good,0
40702115403,40702115403,1,Good,Good,0
40702115404,40702115404,1,Good,Good,0
40702115405,40702115405,1,Good,Good,0
40702115406,40702115406,1,Good,Good,0
40702115407,40702115407,1,Good,Good,0
40702115408,40702115408,1,Good,Good,0
40702115409,40702115409,1,Good,Good,0
40702115410,40702115410,1,Good,Good,0
40702115411,40702115411,1,Good,Good,0
40702115412,40702115412,1,Good,Good,0
40702115413,40702115413,1,Good,Good,0
40702115414,40702115414,1,Good,Good,0
40702115415,40702115415,1,Good,Good,0
40702115416,40702115416,1,Good,Good,0
40702115417,40702115417,1,Good,Good,0
40702115418,40702115418,1,Good,Good,0
40702115501,40702115501,1,Good,Good,0
40702115502,40702115502,1,Good,Good,0
40702115503,40702115503,1,Good,Good,0
40702115504,40702115504,1,Good,Good,0
40702115505,40702115505,1,Good,Good,0
40702115506,40702115506,1,Good,Good,0
40702115601,40702115601,1,Good,Good,0
40702115602,40702115602,1,Good,Good,0
40702115603,40702115603,1,Good,Good,0
40702115604,40702115604,1,Good,Good,0
40702115605,40702115605,1,Good,Good,0
40702115606,40702115606,1,Good,Good,0
40702115607,40702115607,1,Good,Good,0
40702115608,40702115608,1,Good,Good,0
40702115609,40702115609,1,Good,Good,0
40702115701,40702115701,1,Good,Good,0
40702115702,40702115702,1,Good,Good,0
40702115703,40702115703,1,Good,Good,0
40702115704,40702115704,1,Good,Good,0
40702115705,40702115705,1,Good,Good,0
40702115706,40702115706,1,Good,Good,0
40702115707,40702115707,1,Good,Good,0
40702115708,40702115708,1,Good,Good,0
40702115709,40702115709,1,Good,Good,0
40702115710,40702115710,1,Good,Good,0
40702115711,40702115711,1,Good,Good,0
40702115712,40702115712,1,Good,Good,0
40702115713,40702115713,1,Good,Good,0
40702115714,40702115714,1,Good,Good,0
40702115715,40702115715,1,Good,Good,0
40702115716,40702115716,1,Good,Good,0
40702115717,40702115717,1,Good,Good,0
40702115718,40702115718,1,Good,Good,0
40702115719,40702115719,1,Good,Good,0
40702115720,40702115720,1,Good,Good,0
40702115721,40702115721,1,Good,Good,0
40702115801,40702115801,1,Good,Good,0
40702115802,40702115802,1,Good,Good,0
40702115803,40702115803,1,Good,Good,0
40702115804,40702115804,1,Good,Good,0
40702115805,40702115805,1,Good,Good,0
40702115806,40702115806,1,Good,Good,0
40702115807,40702115807,1,Good,Good,0
40702115808,40702115808,1,Good,Good,0
40702115809,40702115809,1,Good,Good,0
40702117301,40702117301,1,Good,Good,0
40702117302,40702117302,1,Good,Good,0
40702117303,40702117303,1,Good,Good,0
40702117304,40702117304,1,Good,Good,0
40702117305,40702117305,1,Good,Good,0
40702117306,40702117306,1,Good,Good,0
40702117307,40702117307,1,Good,Good,0
40702117308,40702117308,1,Good,Good,0
40702117309,40702117309,1,Good,Good,0
40702117310,40702117310,1,Good,Good,0
40702117311,40702117311,1,Good,Good,0
40702117312,40702117312,1,Good,Good,0
40702117313,40702117313,1,Good,Good,0
40702117314,40702117314,1,Good,Good,0
40702117315,40702117315,1,Good,Good,0
40702117316,40702117316,1,Good,Good,0
40702117317,40702117317,1,Good,Good,0
40702117318,40702117318,1,Good,Good,0
40702117319,40702117319,1,Good,Good,0
40702117320,40702117320,1,Good,Good,0
40702117321,40702117321,1,Good,Good,0
40702117322,40702117322,1,Good,Good,0
40702117323,40702117323,1,Good,Good,0
40702117324,40702117324,1,Good,Good,0
40702117325,40702117325,1,Good,Good,0
40702117326,40702117326,1,Good,Good,0
40702117327,40702117327,1,Good,Good,0
40702117328,40702117328,1,Good,Good,0
40702117329,40702117329,1,Good,Good,0
40702117330,40702117330,1,Good,Good,0
40702117331,40702117331,1,Good,Good,0
40702117332,40702117332,1,Good,Good,0
40702117333,40702117333,1,Good,Good,0
40702117334,40702117334,1,Good,Good,0
40702117335,40702117335,1,Good,Good,0
40702117401,40702117401,1,Good,Good,0
40702117402,40702117402,1,Good,Good,0
40702117403,40702117403,1,Good,Good,0
40702117404,40702117404,1,Good,Good,0
40702117405,40702117405,1,Good,Good,0
40702117406,40702117406,1,Good,Good,0
40702117407,40702117434,0.9110489,Good,Good,0
40702117407,40702117435,0.0889511,Poor,Good,0
40702117408,40702117408,1,Good,Good,0
40702117409,40702117409,1,Good,Good,0
40702117410,40702117410,1,Good,Good,0
40702117411,40702117411,1,Good,Good,0
40702117412,40702117412,1,Good,Good,0
40702117413,40702117413,1,Good,Good,0
40702117414,40702117414,1,Good,Good,0
40702117415,40702117415,1,Good,Good,0
40702117416,40702117416,1,Good,Good,0
40702117417,40702117417,1,Good,Good,0
40702117418,40702117418,1,Good,Good,0
40702117419,40702117419,1,Good,Good,0
40702117420,40702117420,1,Good,Good,0
40702117421,40702117421,1,Good,Good,0
40702117422,40702117422,1,Good,Good,0
40702117423,40702117423,1,Good,Good,0
40702117424,40702117424,1,Good,Good,0
40702117425,40702117425,1,Good,Good,0
40702117426,40702117426,1,Good,Good,0
40702117427,40702117427,1,Good,Good,0
40702117428,40702117428,1,Good,Good,0
40702117429,40702117429,1,Good,Good,0
40702117430,40702117430,1,Good,Good,0
40702117431,40702117431,1,Good,Good,0
40702117432,40702117432,1,Good,Good,0
40702117433,40702117433,1,Good,Good,0
40703115901,40703115901,1,Good,Good,0
40703115902,40703115902,1,Good,Good,0
40703115903,40703115903,1,Good,Good,0
40703115904,40703115904,1,Good,Good,0
40703115905,40703115905,1,Good,Good,0
40703115906,40703115906,1,Good,Good,0
40703115907,40703115907,1,Good,Good,0
40703115908,40703115908,1,Good,Good,0
40703115909,40703115909,1,Good,Good,0
40703115910,40703115910,1,Good,Good,0
40703115911,40703115911,1,Good,Good,0
40703115912,40703115912,1,Good,Good,0
40703115913,40703115913,1,Good,Good,0
40703115914,40703115914,1,Good,Good,0
40703115915,40703115915,1,Good,Good,0
40703115916,40703115916,1,Good,Good,0
40703115917,40703115917,1,Good,Good,0
40703115918,40703115918,1,Good,Good,0
40703115919,40703115919,1,Good,Good,0
40703115920,40703115920,1,Good,Good,0
40703115921,40703115921,1,Good,Good,0
40703115922,40703115922,1,Good,Good,0
40703115923,40703115923,1,Good,Good,0
40703115924,40703115924,1,Good,Good,0
40703115925,40703115925,1,Good,Good,0
40703116001,40703116001,1,Good,Good,0
40703116002,40703116002,1,Good,Good,0
40703116003,40703116003,1,Good,Good,0
40703116004,40703116004,1,Good,Good,0
40703116005,40703116005,1,Good,Good,0
40703116006,40703116006,1,Good,Good,0
40703116007,40703116007,1,Good,Good,0
40703116008,40703116008,1,Good,Good,0
40703116009,40703116009,1,Good,Good,0
40703116010,40703116010,1,Good,Good,0
40703116101,40703116101,1,Good,Good,0
40703116102,40703116102,1,Good,Good,0
40703116103,40703116103,1,Good,Good,0
40703116104,40703116104,1,Good,Good,0
40703116105,40703116105,1,Good,Good,0
40703116106,40703116106,1,Good,Good,0
40703116107,40703116107,1,Good,Good,0
40703116108,40703116108,1,Good,Good,0
40703116109,40703116109,1,Good,Good,0
40703116110,40703116110,1,Good,Good,0
40703116111,40703116111,1,Good,Good,0
40703116201,40703116201,1,Good,Good,0
40703116202,40703116202,1,Good,Good,0
40703116203,40703116203,1,Good,Good,0
40703116205,40703116205,1,Good,Good,0
40703116206,40703116206,1,Good,Good,0
40703116207,40703116207,1,Good,Good,0
40703116208,40703116208,1,Good,Good,0
40703116209,40703116209,1,Good,Good,0
40703116210,40703116210,1,Good,Good,0
40703116211,40703116211,1,Good,Good,0
40703116212,40703116212,1,Good,Good,0
40703116213,40703116213,1,Good,Good,0
40703116214,40703116214,1,Good,Good,0
40703116215,40703116215,1,Good,Good,0
40703116216,40703116216,1,Good,Good,0
40703116301,40703116301,1,Good,Good,0
40703116302,40703116302,1,Good,Good,0
40703116303,40703116303,1,Good,Good,0
40703116304,40703116304,1,Good,Good,0
40703116305,40703116305,1,Good,Good,0
